Timestamp,Acc_x,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Magn_X,Magn_Y,Magn_Z,Pressure,Temprature,Humidity
00:10:13.68,-42,7,1024,1540,-1680,-490,30,57,-610,987.28,
00:10:13.70,-42,7,1024,1540,-1680,-490,27,58,-624,987.28,
00:10:13.72,-36,8,1025,1470,-1680,-560,22,55,-612,987.28,
00:10:13.74,-37,7,1025,1610,-1680,-630,30,69,-613,987.28,
00:10:13.76,-38,7,1025,1610,-1680,-560,25,58,-607,987.28,
00:10:13.78,-38,7,1025,1540,-1680,-560,34,55,-607,987.28,
00:10:13.80,-40,7,1025,1540,-1680,-490,31,48,-622,987.28,
00:10:13.82,-40,6,1024,1540,-1680,-490,22,55,-604,987.28,
00:10:13.84,-38,7,1025,1540,-1680,-560,34,54,-607,987.28,
00:10:13.86,-37,8,1025,1540,-1610,-490,27,51,-610,987.28,
00:10:13.88,-36,8,1025,1610,-1680,-560,39,63,-615,987.28,
00:10:13.90,-37,7,1026,1470,-1680,-560,33,54,-609,987.29,
00:10:13.92,-39,8,1024,1540,-1680,-490,39,60,-606,987.29,
00:10:13.94,-39,7,1025,1540,-1680,-560,33,58,-610,987.28,
00:10:13.96,-38,7,1025,1540,-1680,-560,28,54,-603,987.28,
00:10:13.98,-37,7,1026,1540,-1680,-490,30,54,-619,987.28,
00:10:14.00,-37,7,1026,1470,-1680,-490,30,58,-612,987.28,
00:10:14.02,-38,7,1024,1540,-1610,-490,37,45,-616,987.27,
00:10:14.04,-39,6,1023,1540,-1680,-560,22,55,-613,987.27,
00:10:14.06,-38,7,1023,1540,-1680,-560,36,51,-615,987.27,
00:10:14.08,-38,7,1024,1610,-1680,-560,33,52,-616,987.27,
00:10:14.10,-37,8,1025,1540,-1680,-560,31,63,-610,987.27,
00:10:14.12,-37,8,1025,1540,-1680,-560,31,61,-616,987.28,
00:10:14.14,-38,7,1026,1540,-1680,-560,30,55,-613,987.28,
00:10:14.16,-39,7,1025,1540,-1680,-560,33,55,-607,987.28,
00:10:14.18,-38,8,1026,1540,-1680,-560,31,51,-609,987.28,
00:10:14.20,-38,7,1027,1540,-1680,-560,33,48,-613,987.27,
00:10:14.22,-37,8,1026,1610,-1680,-490,40,48,-607,987.27,
00:10:14.24,-37,7,1027,1540,-1680,-560,37,52,-604,987.27,
00:10:14.26,-39,6,1026,1540,-1680,-560,24,48,-616,987.27,
00:10:14.28,-40,6,1025,1540,-1680,-490,39,54,-607,987.28,
00:10:14.30,-36,8,1026,1540,-1680,-560,28,55,-616,987.28,
00:10:14.32,-36,7,1026,1540,-1680,-560,31,63,-612,987.28,
00:10:14.34,-38,7,1027,1610,-1680,-560,28,61,-607,987.28,
00:10:14.36,-39,6,1025,1540,-1680,-560,36,46,-618,987.28,
00:10:14.38,-40,6,1024,1540,-1610,-490,27,54,-609,987.28,
00:10:14.40,-41,6,1023,1540,-1680,-560,34,51,-612,987.28,
00:10:14.42,-37,7,1025,1540,-1680,-490,31,49,-615,987.28,
00:10:14.44,-38,7,1025,1540,-1680,-490,31,55,-607,987.29,
00:10:14.46,-39,7,1025,1540,-1680,-560,31,49,-610,987.29,
00:10:14.48,-39,6,1026,1610,-1680,-490,31,57,-609,987.28,
00:10:14.50,-41,8,1024,1540,-1680,-490,33,51,-610,987.28,
00:10:14.52,-42,7,1025,1540,-1680,-490,37,57,-607,987.28,
00:10:14.54,-36,8,1028,1540,-1680,-560,31,48,-612,987.28,
00:10:14.56,-38,6,1026,1540,-1680,-560,33,52,-612,987.28,
00:10:14.58,-40,7,1026,1540,-1680,-560,34,57,-613,987.28,
00:10:14.60,-41,7,1026,1540,-1680,-490,27,55,-610,987.28,
00:10:14.62,-41,6,1026,1540,-1680,-560,27,55,-613,987.28,
00:10:14.64,-41,7,1027,1540,-1680,-560,31,57,-607,987.28,
00:10:14.66,-38,7,1027,1540,-1680,-490,28,48,-609,987.28,
00:10:14.68,-40,7,1026,1540,-1680,-490,33,48,-609,987.28,
00:10:14.70,-41,6,1027,1540,-1680,-560,28,54,-615,987.28,
00:10:14.72,-43,7,1027,1610,-1680,-490,39,52,-619,987.27,
00:10:14.74,-41,7,1026,1540,-1750,-560,39,52,-610,987.27,
00:10:14.76,-40,7,1028,1540,-1750,-560,33,51,-616,987.27,
00:10:14.78,-40,7,1027,1540,-1680,-490,34,55,-609,987.27,
00:10:14.80,-41,7,1028,1540,-1680,-560,30,60,-615,987.27,
00:10:14.82,-42,7,1027,1540,-1680,-490,34,61,-613,987.27,
00:10:14.84,-42,8,1028,1470,-1680,-490,27,51,-606,987.28,
00:10:14.86,-39,8,1028,1470,-1680,-490,36,48,-612,987.28,
