Timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,labels
2023-04-16 08:51:39:619253,32.36363636363637,26.863636363636363,1029.0227272727273,182.66528925619832,197.27272727272728,3697.272727272728,-168.5909090909091,-168.5909090909091,-168.5909090909091,1.0
2023-04-16 08:51:39:629411,33.61363636363637,27.318181818181817,1028.5227272727273,190.6198347107438,187.72727272727272,3789.5454545454554,-168.5,-168.5,-168.5,1.0
2023-04-16 08:51:39:645107,34.5,27.38636363636364,1029.2045454545455,198.3212809917355,182.95454545454547,3880.227272727273,-168.52272727272728,-168.52272727272728,-168.52272727272728,1.0
2023-04-16 08:51:39:654124,35.36363636363637,27.568181818181817,1029.8181818181818,205.98657024793383,192.5,3967.727272727273,-168.4318181818182,-168.4318181818182,-168.4318181818182,1.0
2023-04-16 08:51:39:669708,36.84090909090909,28.977272727272727,1030.3863636363635,214.15805785123968,198.8636363636364,4060.0,-168.5681818181818,-168.5681818181818,-168.5681818181818,1.0
2023-04-16 08:51:39:684965,38.04545454545455,30.227272727272727,1031.0,222.65495867768595,211.5909090909091,4149.090909090909,-168.5681818181818,-168.5681818181818,-168.5681818181818,1.0
2023-04-16 08:51:39:694302,37.95454545454545,30.90909090909091,1030.2045454545455,231.1880165289256,216.3636363636364,4236.590909090909,-168.4318181818182,-168.4318181818182,-168.4318181818182,1.0
2023-04-16 08:51:39:709725,37.70454545454545,31.38636363636364,1027.5227272727273,239.8657024793388,224.3181818181818,4327.272727272727,-168.1590909090909,-168.1590909090909,-168.1590909090909,1.0
2023-04-16 08:51:39:719931,38.06818181818182,33.20454545454545,1026.840909090909,248.90495867768595,206.8181818181818,4417.954545454545,-167.95454545454547,-167.95454545454547,-167.95454545454547,1.0
2023-04-16 08:51:39:734287,38.5,34.97727272727273,1028.3181818181818,258.2696280991736,182.95454545454547,4502.272727272727,-167.54545454545453,-167.54545454545453,-167.54545454545453,1.0
2023-04-16 08:51:39:749731,39.09090909090909,36.52272727272727,1029.9318181818182,267.525826446281,159.0909090909091,4586.590909090909,-167.27272727272728,-167.27272727272728,-167.27272727272728,1.0
2023-04-16 08:51:39:759949,40.65909090909091,38.79545454545455,1031.5681818181818,276.3842975206612,152.72727272727272,4674.090909090909,-167.0,-167.0,-167.0,1.0
2023-04-16 08:51:39:774336,41.11363636363637,39.04545454545455,1031.9318181818182,284.5919421487603,165.45454545454547,4755.227272727273,-167.0,-167.0,-167.0,1.0
2023-04-16 08:51:39:784576,42.18181818181818,39.86363636363637,1032.590909090909,292.29338842975204,168.63636363636363,4842.727272727273,-166.5909090909091,-166.5909090909091,-166.5909090909091,1.0
2023-04-16 08:51:39:800024,42.93181818181818,40.47727272727273,1031.5681818181818,299.6332644628099,182.95454545454547,4935.0,-166.4318181818182,-166.4318181818182,-166.4318181818182,1.0
2023-04-16 08:51:39:814359,43.02272727272727,40.40909090909091,1030.9545454545455,307.0816115702479,197.27272727272728,5024.090909090909,-166.36363636363637,-166.36363636363637,-166.36363636363637,1.0
2023-04-16 08:51:39:824590,43.81818181818182,40.36363636363637,1030.0454545454545,314.85537190082647,178.1818181818182,5114.772727272727,-166.20454545454547,-166.20454545454547,-166.20454545454547,1.0
2023-04-16 08:51:39:840060,44.97727272727273,40.75,1029.840909090909,323.2438016528925,175.0,5207.045454545455,-166.04545454545453,-166.04545454545453,-166.04545454545453,1.0
2023-04-16 08:51:39:852779,45.09090909090909,42.06818181818182,1029.7045454545455,331.849173553719,179.77272727272728,5299.318181818182,-165.9090909090909,-165.9090909090909,-165.9090909090909,1.0
2023-04-16 08:51:39:864681,46.45454545454545,43.97727272727273,1029.8181818181818,340.7799586776859,176.5909090909091,5397.954545454545,-165.77272727272728,-165.77272727272728,-165.77272727272728,1.0
2023-04-16 08:51:39:880267,46.70454545454545,43.5,1030.3181818181818,349.8553719008264,184.54545454545453,5493.409090909091,-165.79545454545453,-165.79545454545453,-165.79545454545453,1.0
2023-04-16 08:51:39:889259,46.18181818181818,44.25,1029.8636363636365,359.18388429752065,197.27272727272728,5588.863636363636,-165.72727272727272,-165.72727272727272,-165.72727272727272,1.0
2023-04-16 08:51:39:904723,45.88636363636363,45.65909090909091,1028.1136363636365,368.8739669421488,202.04545454545453,5687.5,-165.52272727272728,-165.52272727272728,-165.52272727272728,1.0
2023-04-16 08:51:39:915255,45.93181818181818,47.63636363636363,1029.4318181818182,378.7809917355372,182.95454545454547,5786.136363636364,-165.1818181818182,-165.1818181818182,-165.1818181818182,1.0
2023-04-16 08:51:39:929306,46.13636363636363,48.45454545454545,1030.8863636363635,388.4710743801653,176.5909090909091,5883.181818181818,-164.79545454545453,-164.79545454545453,-164.79545454545453,1.0
2023-04-16 08:51:39:944663,46.43181818181818,48.86363636363637,1031.5,397.8357438016529,178.1818181818182,5981.818181818182,-164.4090909090909,-164.4090909090909,-164.4090909090909,1.0
2023-04-16 08:51:39:955273,46.77272727272727,51.47727272727273,1032.5,407.01962809917353,181.3636363636364,6072.5,-164.04545454545453,-164.04545454545453,-164.04545454545453,1.0
2023-04-16 08:51:39:969341,46.06818181818182,52.11363636363637,1032.7954545454545,415.5526859504132,202.04545454545453,6161.590909090909,-163.6590909090909,-163.6590909090909,-163.6590909090909,1.0
2023-04-16 08:51:39:979663,46.5,53.20454545454545,1031.8636363636365,423.6880165289256,214.77272727272728,6255.454545454545,-163.38636363636363,-163.38636363636363,-163.38636363636363,1.0
2023-04-16 08:51:39:995122,45.81818181818182,54.75,1032.0681818181818,431.7510330578512,222.72727272727272,6347.727272727273,-163.3181818181818,-163.3181818181818,-163.3181818181818,1.0
2023-04-16 08:51:40:009389,45.59090909090909,56.54545454545455,1031.1363636363635,439.7778925619834,227.5,6436.818181818182,-162.9090909090909,-162.9090909090909,-162.9090909090909,1.0
2023-04-16 08:51:40:019712,44.88636363636363,57.34090909090909,1029.6136363636365,448.2024793388429,222.72727272727272,6527.5,-162.3181818181818,-162.3181818181818,-162.3181818181818,1.0
2023-04-16 08:51:40:035334,43.68181818181818,57.34090909090909,1027.159090909091,456.6632231404958,211.5909090909091,6616.590909090909,-161.8409090909091,-161.8409090909091,-161.8409090909091,1.0
2023-04-16 08:51:40:044334,43.81818181818182,57.77272727272727,1026.5,465.6301652892562,168.63636363636363,6708.863636363636,-161.1590909090909,-161.1590909090909,-161.1590909090909,1.0
2023-04-16 08:51:40:059928,43.86363636363637,58.81818181818182,1026.6136363636365,475.42871900826447,143.1818181818182,6793.181818181818,-160.61363636363637,-160.61363636363637,-160.61363636363637,1.0
2023-04-16 08:51:40:075405,43.65909090909091,61.47727272727273,1027.6818181818182,485.9142561983471,112.95454545454544,6879.090909090909,-160.22727272727272,-160.22727272727272,-160.22727272727272,1.0
2023-04-16 08:51:40:084374,44.45454545454545,62.29545454545455,1027.409090909091,496.146694214876,95.45454545454544,6968.181818181818,-159.72727272727272,-159.72727272727272,-159.72727272727272,1.0
2023-04-16 08:51:40:099847,45.59090909090909,63.43181818181818,1028.5454545454545,506.1621900826445,70.0,7058.863636363636,-159.1818181818182,-159.1818181818182,-159.1818181818182,1.0
2023-04-16 08:51:40:110119,45.38636363636363,64.75,1028.0454545454545,515.8522727272726,65.22727272727273,7149.545454545455,-158.77272727272728,-158.77272727272728,-158.77272727272728,1.0
2023-04-16 08:51:40:124487,46.5,67.18181818181819,1028.5681818181818,525.5423553719008,33.40909090909091,7240.227272727273,-158.4090909090909,-158.4090909090909,-158.4090909090909,1.0
2023-04-16 08:51:40:139987,45.84090909090909,68.47727272727273,1029.6363636363635,535.0154958677685,20.681818181818183,7327.727272727273,-158.0,-158.0,-158.0,1.0
2023-04-16 08:51:40:150137,46.29545454545455,70.72727272727273,1031.090909090909,544.3440082644628,0.0,7415.227272727273,-157.72727272727272,-157.72727272727272,-157.72727272727272,1.0
2023-04-16 08:51:40:164480,46.68181818181818,73.04545454545455,1032.1818181818182,553.2024793388429,-22.272727272727277,7504.318181818182,-157.3409090909091,-157.3409090909091,-157.3409090909091,1.0
2023-04-16 08:51:40:174825,45.95454545454545,75.11363636363636,1032.3636363636365,561.9163223140496,-35.0,7583.863636363636,-157.0681818181818,-157.0681818181818,-157.0681818181818,1.0
2023-04-16 08:51:40:190826,46.25,77.27272727272727,1031.3181818181818,570.051652892562,-54.09090909090909,7669.772727272727,-156.86363636363637,-156.86363636363637,-156.86363636363637,1.0
2023-04-16 08:51:40:205208,43.84090909090909,78.86363636363636,1029.659090909091,577.9338842975206,-54.09090909090909,7750.909090909091,-156.52272727272728,-156.52272727272728,-156.52272727272728,1.0
2023-04-16 08:51:40:215135,43.79545454545455,81.18181818181819,1029.5454545454545,585.4545454545455,-77.95454545454545,7832.045454545455,-156.1590909090909,-156.1590909090909,-156.1590909090909,1.0
2023-04-16 08:51:40:230339,43.93181818181818,82.63636363636364,1028.7727272727273,592.4690082644628,-120.9090909090909,7917.954545454545,-155.70454545454547,-155.70454545454547,-155.70454545454547,1.0
2023-04-16 08:51:40:239471,43.38636363636363,83.45454545454545,1029.0227272727273,598.3987603305785,-146.36363636363637,8002.272727272727,-155.02272727272728,-155.02272727272728,-155.02272727272728,1.0
2023-04-16 08:51:40:255134,42.40909090909091,84.20454545454545,1029.4318181818182,603.4245867768594,-178.1818181818182,8089.772727272727,-154.36363636363637,-154.36363636363637,-154.36363636363637,1.0
2023-04-16 08:51:40:270314,42.06818181818182,84.54545454545455,1028.909090909091,607.582644628099,-197.27272727272728,8175.681818181818,-153.95454545454547,-153.95454545454547,-153.95454545454547,1.0
2023-04-16 08:51:40:279459,42.0,85.47727272727273,1030.4545454545455,611.2345041322313,-230.6818181818182,8256.818181818182,-153.25,-153.25,-153.25,1.0
2023-04-16 08:51:40:295113,41.56818181818182,84.86363636363636,1031.25,614.1270661157024,-249.77272727272728,8339.545454545454,-152.5681818181818,-152.5681818181818,-152.5681818181818,1.0
2023-04-16 08:51:40:305326,42.11363636363637,85.56818181818181,1032.159090909091,616.7665289256198,-273.6363636363636,8427.045454545454,-152.27272727272728,-152.27272727272728,-152.27272727272728,1.0
2023-04-16 08:51:40:319554,42.15909090909091,85.72727272727273,1032.0454545454545,619.4059917355371,-280.0,8512.954545454546,-152.04545454545453,-152.04545454545453,-152.04545454545453,1.0
2023-04-16 08:51:40:335011,42.13636363636363,83.95454545454545,1032.659090909091,622.370867768595,-287.95454545454544,8597.272727272728,-151.70454545454547,-151.70454545454547,-151.70454545454547,1.0
2023-04-16 08:51:40:345473,41.36363636363637,84.3409090909091,1033.159090909091,626.2396694214875,-297.5,8686.363636363636,-151.20454545454547,-151.20454545454547,-151.20454545454547,1.0
2023-04-16 08:51:40:359593,42.04545454545455,85.0909090909091,1032.7272727272727,631.1570247933885,-316.59090909090907,8775.454545454546,-150.86363636363637,-150.86363636363637,-150.86363636363637,1.0
2023-04-16 08:51:40:374480,40.54545454545455,85.0,1031.9772727272727,636.4721074380165,-308.6363636363636,8853.40909090909,-150.38636363636363,-150.38636363636363,-150.38636363636363,1.0
2023-04-16 08:51:40:384204,39.09090909090909,87.18181818181819,1031.659090909091,642.2210743801653,-322.95454545454544,8931.363636363636,-149.79545454545453,-149.79545454545453,-149.79545454545453,1.0
2023-04-16 08:51:40:400032,38.72727272727273,89.18181818181819,1031.5454545454545,647.4638429752066,-334.09090909090907,9009.318181818182,-149.47727272727272,-149.47727272727272,-149.47727272727272,1.0
2023-04-16 08:51:40:410028,37.38636363636363,91.61363636363636,1030.0227272727273,651.9111570247934,-343.6363636363636,9085.681818181818,-148.88636363636363,-148.88636363636363,-148.88636363636363,1.0
2023-04-16 08:51:40:424310,36.86363636363637,94.25,1030.5227272727273,655.779958677686,-375.45454545454544,9163.636363636364,-148.52272727272728,-148.52272727272728,-148.52272727272728,1.0
2023-04-16 08:51:40:434637,36.04545454545455,97.0681818181818,1030.9545454545455,658.7809917355372,-391.3636363636364,9233.636363636364,-148.29545454545453,-148.29545454545453,-148.29545454545453,1.0
2023-04-16 08:51:40:450438,36.86363636363637,99.70454545454544,1031.409090909091,661.1311983471073,-415.2272727272728,9303.636363636364,-147.9318181818182,-147.9318181818182,-147.9318181818182,1.0
2023-04-16 08:51:40:464226,36.81818181818182,101.9318181818182,1032.340909090909,662.7221074380166,-435.9090909090909,9372.045454545454,-147.6590909090909,-147.6590909090909,-147.6590909090909,1.0
2023-04-16 08:51:40:474676,35.13636363636363,105.79545454545456,1034.1818181818182,663.0836776859504,-443.8636363636364,9432.5,-147.3181818181818,-147.3181818181818,-147.3181818181818,1.0
2023-04-16 08:51:40:490239,34.81818181818182,105.1590909090909,1033.3863636363635,661.8543388429752,-445.45454545454544,9489.772727272728,-147.25,-147.25,-147.25,1.0
2023-04-16 08:51:40:499194,33.52272727272727,104.8409090909091,1032.409090909091,659.6849173553718,-464.54545454545456,9543.863636363636,-147.0909090909091,-147.0909090909091,-147.0909090909091,1.0
2023-04-16 08:51:40:514890,32.45454545454545,104.36363636363636,1032.9772727272727,656.4669421487603,-482.04545454545456,9593.181818181818,-146.8181818181818,-146.8181818181818,-146.8181818181818,1.0
2023-04-16 08:51:40:530217,33.06818181818182,102.22727272727272,1031.8181818181818,652.4173553719007,-494.77272727272725,9652.045454545454,-146.54545454545453,-146.54545454545453,-146.54545454545453,1.0
2023-04-16 08:51:40:539199,33.77272727272727,102.72727272727272,1033.340909090909,648.7293388429752,-528.1818181818181,9710.90909090909,-146.20454545454547,-146.20454545454547,-146.20454545454547,1.0
2023-04-16 08:51:40:554951,35.31818181818182,102.1590909090909,1035.159090909091,645.5836776859504,-552.0454545454545,9769.772727272728,-145.6590909090909,-145.6590909090909,-145.6590909090909,1.0
2023-04-16 08:51:40:565227,34.79545454545455,102.0909090909091,1035.4545454545455,642.4018595041322,-552.0454545454545,9825.454545454546,-145.04545454545453,-145.04545454545453,-145.04545454545453,1.0
2023-04-16 08:51:40:579317,34.88636363636363,104.54545454545456,1036.5681818181818,639.3646694214876,-553.6363636363636,9877.954545454546,-144.54545454545453,-144.54545454545453,-144.54545454545453,1.0
2023-04-16 08:51:40:595064,34.09090909090909,106.5681818181818,1038.6363636363635,636.327479338843,-566.3636363636364,9925.681818181818,-144.0681818181818,-144.0681818181818,-144.0681818181818,1.0
2023-04-16 08:51:40:605227,33.72727272727273,109.1818181818182,1040.7272727272727,632.8202479338843,-558.4090909090909,9971.818181818182,-143.63636363636363,-143.63636363636363,-143.63636363636363,1.0
2023-04-16 08:51:40:620952,33.5,110.0681818181818,1041.0454545454545,627.4690082644628,-526.5909090909091,10011.59090909091,-143.4318181818182,-143.4318181818182,-143.4318181818182,1.0
2023-04-16 08:51:40:638211,33.43181818181818,111.6818181818182,1042.2272727272727,620.3460743801652,-513.8636363636364,10056.136363636364,-143.27272727272728,-143.27272727272728,-143.27272727272728,1.0
2023-04-16 08:51:40:655179,33.31818181818182,111.22727272727272,1041.5454545454545,611.3429752066115,-488.4090909090909,10099.09090909091,-143.1818181818182,-143.1818181818182,-143.1818181818182,1.0
2023-04-16 08:51:40:672092,32.13636363636363,112.20454545454544,1041.5454545454545,601.435950413223,-466.1363636363636,10137.272727272728,-143.0,-143.0,-143.0,1.0
2023-04-16 08:51:40:688973,30.75,112.72727272727272,1039.6363636363635,590.8419421487603,-445.45454545454544,10167.5,-142.6590909090909,-142.6590909090909,-142.6590909090909,1.0
2023-04-16 08:51:40:707187,30.681818181818183,112.8181818181818,1038.6363636363635,580.2117768595042,-445.45454545454544,10192.954545454546,-142.29545454545453,-142.29545454545453,-142.29545454545453,1.0
2023-04-16 08:51:40:720365,28.977272727272727,112.54545454545456,1037.1136363636365,569.2561983471074,-432.7272727272728,10212.045454545454,-142.0909090909091,-142.0909090909091,-142.0909090909091,1.0
2023-04-16 08:51:40:727996,29.272727272727277,111.95454545454544,1035.8181818181818,558.3367768595041,-443.8636363636364,10227.954545454546,-141.63636363636363,-141.63636363636363,-141.63636363636363,1.0
2023-04-16 08:51:40:736343,28.954545454545453,110.4318181818182,1035.5,547.3088842975206,-453.4090909090909,10247.045454545454,-141.1590909090909,-141.1590909090909,-141.1590909090909,1.0
2023-04-16 08:51:40:743926,27.65909090909091,107.97727272727272,1034.6363636363635,536.4617768595041,-447.04545454545456,10262.954545454546,-140.9318181818182,-140.9318181818182,-140.9318181818182,1.0
2023-04-16 08:51:40:751635,28.454545454545453,105.5,1035.3863636363635,526.1931818181819,-459.77272727272725,10297.954545454546,-140.8181818181818,-140.8181818181818,-140.8181818181818,1.0
2023-04-16 08:51:40:760375,28.795454545454547,104.47727272727272,1037.3863636363635,516.9731404958677,-464.54545454545456,10331.363636363636,-140.47727272727272,-140.47727272727272,-140.47727272727272,1.0
2023-04-16 08:51:40:774550,31.15909090909091,102.5,1038.8636363636365,508.76549586776855,-470.9090909090909,10369.545454545454,-140.4090909090909,-140.4090909090909,-140.4090909090909,1.0
2023-04-16 08:51:40:789964,31.5,101.4090909090909,1038.090909090909,501.6064049586776,-447.04545454545456,10409.318181818182,-140.1590909090909,-140.1590909090909,-140.1590909090909,1.0
2023-04-16 08:51:40:800227,31.181818181818183,102.1590909090909,1038.9772727272727,495.56818181818176,-408.8636363636364,10439.545454545454,-140.1590909090909,-140.1590909090909,-140.1590909090909,1.0
2023-04-16 08:51:40:814472,31.15909090909091,102.61363636363636,1038.3863636363635,490.7231404958677,-377.04545454545456,10461.818181818182,-140.04545454545453,-140.04545454545453,-140.04545454545453,1.0
2023-04-16 08:51:40:824979,31.704545454545453,103.86363636363636,1039.0,487.07128099173553,-350.0,10480.90909090909,-139.97727272727272,-139.97727272727272,-139.97727272727272,1.0
2023-04-16 08:51:40:840469,30.15909090909091,104.4090909090909,1039.3636363636365,484.4679752066115,-310.22727272727275,10496.818181818182,-139.6590909090909,-139.6590909090909,-139.6590909090909,1.0
2023-04-16 08:51:40:855501,29.818181818181817,105.4090909090909,1039.8181818181818,482.9132231404958,-284.77272727272725,10512.727272727272,-139.61363636363637,-139.61363636363637,-139.61363636363637,1.0
2023-04-16 08:51:40:865138,29.40909090909091,106.20454545454544,1038.5,482.2985537190083,-246.5909090909091,10527.045454545454,-139.63636363636363,-139.63636363636363,-139.63636363636363,1.0
2023-04-16 08:51:40:880874,27.84090909090909,107.47727272727272,1036.659090909091,482.22623966942143,-214.77272727272728,10533.40909090909,-139.38636363636363,-139.38636363636363,-139.38636363636363,1.0
2023-04-16 08:51:40:889918,27.09090909090909,110.1590909090909,1035.3181818181818,482.6962809917355,-200.45454545454547,10539.772727272728,-139.25,-139.25,-139.25,1.0
2023-04-16 08:51:40:905134,25.818181818181817,113.13636363636364,1033.3636363636365,482.94938016528926,-202.04545454545453,10536.59090909091,-138.77272727272728,-138.77272727272728,-138.77272727272728,1.0
2023-04-16 08:51:40:920538,25.0,114.0909090909091,1032.9318181818182,482.0092975206612,-213.1818181818182,10530.227272727272,-138.5681818181818,-138.5681818181818,-138.5681818181818,1.0
2023-04-16 08:51:40:929413,23.022727272727277,114.8409090909091,1034.1363636363635,479.3336776859504,-217.95454545454547,10515.90909090909,-138.20454545454547,-138.20454545454547,-138.20454545454547,1.0
2023-04-16 08:51:40:945214,22.522727272727277,115.0681818181818,1036.1818181818182,475.50103305785126,-245.0,10507.954545454546,-138.0681818181818,-138.0681818181818,-138.0681818181818,1.0
2023-04-16 08:51:40:955373,22.295454545454547,113.45454545454544,1036.75,470.5836776859504,-259.3181818181818,10500.0,-137.9318181818182,-137.9318181818182,-137.9318181818182,1.0
2023-04-16 08:51:40:969588,22.181818181818183,112.63636363636364,1038.2954545454545,465.34090909090907,-273.6363636363636,10495.227272727272,-137.52272727272728,-137.52272727272728,-137.52272727272728,1.0
2023-04-16 08:51:40:985143,22.454545454545453,112.3409090909091,1040.0454545454545,460.2066115702479,-286.3636363636364,10495.227272727272,-137.45454545454547,-137.45454545454547,-137.45454545454547,1.0
2023-04-16 08:51:40:995420,22.15909090909091,111.29545454545456,1039.8636363636365,455.7592975206611,-302.27272727272725,10493.636363636364,-137.25,-137.25,-137.25,1.0
2023-04-16 08:51:41:009533,21.88636363636364,108.95454545454544,1039.4545454545455,452.1435950413223,-319.77272727272725,10490.454545454546,-136.8409090909091,-136.8409090909091,-136.8409090909091,1.0
2023-04-16 08:51:41:019947,19.954545454545453,108.5,1038.25,449.8657024793389,-337.27272727272725,10487.272727272728,-136.3181818181818,-136.3181818181818,-136.3181818181818,1.0
2023-04-16 08:51:41:035437,18.295454545454547,106.77272727272728,1036.7045454545455,448.7809917355372,-356.3636363636364,10479.318181818182,-136.02272727272728,-136.02272727272728,-136.02272727272728,1.0
2023-04-16 08:51:41:049559,17.363636363636363,104.5681818181818,1034.7727272727273,449.4679752066115,-389.77272727272725,10474.545454545454,-135.75,-135.75,-135.75,1.0
2023-04-16 08:51:41:060069,16.522727272727273,104.4090909090909,1033.9545454545455,452.577479338843,-435.9090909090909,10469.772727272728,-135.38636363636363,-135.38636363636363,-135.38636363636363,1.0
2023-04-16 08:51:41:075335,16.181818181818183,104.97727272727272,1033.8181818181818,457.603305785124,-483.6363636363636,10469.772727272728,-135.11363636363637,-135.11363636363637,-135.11363636363637,1.0
2023-04-16 08:51:41:085824,16.363636363636363,105.3181818181818,1034.5227272727273,464.4731404958678,-542.5,10469.772727272728,-134.88636363636363,-134.88636363636363,-134.88636363636363,1.0
2023-04-16 08:51:41:100324,15.522727272727272,103.86363636363636,1035.8863636363635,472.6084710743801,-583.8636363636364,10465.0,-134.8181818181818,-134.8181818181818,-134.8181818181818,1.0
2023-04-16 08:51:41:115461,13.886363636363637,102.38636363636364,1035.6818181818182,481.2861570247933,-617.2727272727273,10460.227272727272,-134.79545454545453,-134.79545454545453,-134.79545454545453,1.0
2023-04-16 08:51:41:124543,12.818181818181818,105.0,1034.6363636363635,490.39772727272725,-671.3636363636364,10444.318181818182,-134.86363636363637,-134.86363636363637,-134.86363636363637,1.0
2023-04-16 08:51:41:140268,14.454545454545457,106.9318181818182,1033.8181818181818,500.5578512396695,-750.9090909090909,10426.818181818182,-134.9318181818182,-134.9318181818182,-134.9318181818182,1.0
2023-04-16 08:51:41:150394,14.954545454545457,103.27272727272728,1034.5454545454545,511.1518595041322,-806.5909090909091,10412.5,-135.0681818181818,-135.0681818181818,-135.0681818181818,1.0
2023-04-16 08:51:41:164863,15.977272727272728,100.45454545454544,1033.590909090909,522.396694214876,-832.0454545454545,10398.181818181818,-134.86363636363637,-134.86363636363637,-134.86363636363637,1.0
2023-04-16 08:51:41:180094,17.227272727272727,97.61363636363636,1032.4772727272727,535.2324380165289,-855.9090909090909,10393.40909090909,-134.86363636363637,-134.86363636363637,-134.86363636363637,1.0
2023-04-16 08:51:41:190401,16.704545454545453,97.22727272727272,1030.0681818181818,551.9731404958678,-897.2727272727273,10382.272727272728,-134.9090909090909,-134.9090909090909,-134.9090909090909,1.0
2023-04-16 08:51:41:204673,15.681818181818182,94.79545454545456,1026.090909090909,572.0764462809916,-929.0909090909092,10369.545454545454,-134.63636363636363,-134.63636363636363,-134.63636363636363,1.0
2023-04-16 08:51:41:215254,16.045454545454547,95.13636363636364,1026.159090909091,595.5423553719007,-986.3636363636364,10363.181818181818,-134.0909090909091,-134.0909090909091,-134.0909090909091,1.0
2023-04-16 08:51:41:230443,17.34090909090909,97.22727272727272,1027.9545454545455,622.0092975206611,-1040.4545454545455,10352.045454545454,-134.0681818181818,-134.0681818181818,-134.0681818181818,1.0
2023-04-16 08:51:41:244686,18.88636363636364,97.5681818181818,1029.9772727272727,650.7902892561983,-1077.0454545454545,10339.318181818182,-134.13636363636363,-134.13636363636363,-134.13636363636363,1.0
2023-04-16 08:51:41:255171,19.90909090909091,98.0909090909091,1034.3181818181818,681.0537190082645,-1083.409090909091,10325.0,-134.13636363636363,-134.13636363636363,-134.13636363636363,1.0
2023-04-16 08:51:41:270667,21.431818181818183,99.0,1037.6818181818182,712.6188016528926,-1077.0454545454545,10315.454545454546,-134.0681818181818,-134.0681818181818,-134.0681818181818,1.0
2023-04-16 08:51:41:279966,21.977272727272727,100.5,1039.9545454545455,745.3409090909091,-1045.2272727272727,10312.272727272728,-134.0681818181818,-134.0681818181818,-134.0681818181818,1.0
2023-04-16 08:51:41:295368,20.931818181818183,102.63636363636364,1041.1818181818182,779.1838842975205,-1005.4545454545456,10304.318181818182,-134.1590909090909,-134.1590909090909,-134.1590909090909,1.0
2023-04-16 08:51:41:310663,21.295454545454547,104.38636363636364,1042.159090909091,813.8584710743802,-978.4090909090908,10297.954545454546,-134.04545454545453,-134.04545454545453,-134.04545454545453,1.0
2023-04-16 08:51:41:319582,20.75,108.1818181818182,1043.4772727272727,848.5330578512396,-951.3636363636364,10283.636363636364,-133.77272727272728,-133.77272727272728,-133.77272727272728,1.0
2023-04-16 08:51:41:335268,20.181818181818183,111.6818181818182,1043.8181818181818,882.5568181818181,-911.5909090909092,10264.545454545454,-133.54545454545453,-133.54545454545453,-133.54545454545453,1.0
2023-04-16 08:51:41:345941,20.272727272727277,115.36363636363636,1046.6363636363635,915.4235537190082,-886.1363636363636,10240.681818181818,-133.0681818181818,-133.0681818181818,-133.0681818181818,1.0
2023-04-16 08:51:41:359738,20.318181818181817,117.95454545454544,1049.2272727272727,946.6632231404958,-832.0454545454545,10208.863636363636,-133.11363636363637,-133.11363636363637,-133.11363636363637,1.0
2023-04-16 08:51:41:375419,21.34090909090909,119.13636363636364,1050.9318181818182,976.4204545454544,-793.8636363636364,10183.40909090909,-132.8181818181818,-132.8181818181818,-132.8181818181818,1.0
2023-04-16 08:51:41:385690,22.022727272727277,120.3181818181818,1052.159090909091,1004.948347107438,-742.9545454545455,10161.136363636364,-132.72727272727272,-132.72727272727272,-132.72727272727272,1.0
2023-04-16 08:51:41:399700,20.545454545454547,120.52272727272728,1052.159090909091,1032.0661157024797,-674.5454545454545,10137.272727272728,-132.77272727272728,-132.77272727272728,-132.77272727272728,1.0
2023-04-16 08:51:41:410609,22.34090909090909,121.11363636363636,1050.909090909091,1057.7376033057851,-633.1818181818181,10115.0,-132.95454545454547,-132.95454545454547,-132.95454545454547,1.0
2023-04-16 08:51:41:425980,21.818181818181817,121.25,1049.8863636363635,1081.565082644628,-587.0454545454545,10092.727272727272,-132.86363636363637,-132.86363636363637,-132.86363636363637,1.0
2023-04-16 08:51:41:439712,22.5,122.61363636363636,1050.9545454545455,1103.5123966942149,-548.8636363636364,10072.045454545454,-132.9090909090909,-132.9090909090909,-132.9090909090909,1.0
2023-04-16 08:51:41:450280,22.681818181818183,121.97727272727272,1051.6136363636365,1123.3264462809918,-499.54545454545456,10048.181818181818,-132.54545454545453,-132.54545454545453,-132.54545454545453,1.0
2023-04-16 08:51:41:465692,23.681818181818183,120.1818181818182,1053.2272727272727,1140.9710743801652,-440.6818181818182,10027.5,-132.5,-132.5,-132.5,1.0
2023-04-16 08:51:41:474669,24.63636363636364,118.72727272727272,1055.6818181818182,1157.24173553719,-364.3181818181818,10017.954545454546,-132.61363636363637,-132.61363636363637,-132.61363636363637,1.0
2023-04-16 08:51:41:490378,25.295454545454547,117.4318181818182,1055.7727272727273,1172.7530991735537,-265.6818181818182,10008.40909090909,-132.63636363636363,-132.63636363636363,-132.63636363636363,1.0
2023-04-16 08:51:41:505713,25.09090909090909,117.36363636363636,1054.6136363636365,1188.047520661157,-171.8181818181818,10002.045454545454,-132.72727272727272,-132.72727272727272,-132.72727272727272,1.0
2023-04-16 08:51:41:514717,25.63636363636364,116.79545454545456,1055.4545454545455,1203.0526859504132,-82.72727272727273,9990.90909090909,-132.3181818181818,-132.3181818181818,-132.3181818181818,1.0
2023-04-16 08:51:41:530363,26.522727272727277,116.61363636363636,1058.8181818181818,1217.4431818181818,3.1818181818181817,9982.954545454546,-131.97727272727272,-131.97727272727272,-131.97727272727272,1.0
